index,game,score,leaderbord,gamers,comp_perc,rating,url,min_comp_time,max_comp_time,Links,genres,developer,publisher,release_date,size
900,Naruto: Ultimate Ninja Storm,1843,1.45,17170,38.6,3.6,https://www.truetrophies.com/game/Naruto-Shippuden-Ultimate-Ninja-Storm-1/trophies,12,15,https://www.truetrophies.com/game/Naruto-Shippuden-Ultimate-Ninja-Storm-1,Fighting,CyberConnect2,Bandai-Namco-Entertainment,2017/August/25,5.17GB
901,NBA 2K17: The Prelude,389,1.23,17801,41.6,2.8,https://www.truetrophies.com/game/NBA-2K17-The-Prelude/trophies,1,2,https://www.truetrophies.com/game/NBA-2K17-The-Prelude,Basketball|Sports,Visual-Concepts,2K-Sports,2016/September/09,15.17GB
902,NBA 2K18: The Prelude,377,1.2,18827,29.7,2.4,https://www.truetrophies.com/game/NBA-2K18-The-Prelude/trophies,1,2,https://www.truetrophies.com/game/NBA-2K18-The-Prelude,Basketball|Sports,Visual-Concepts,2K-Sports,2017/September/08,12.40GB
903,NBA 2K19: The Prelude,367,1.17,13905,54.6,2.6,https://www.truetrophies.com/game/NBA-2K19-The-Prelude/trophies,0,1,https://www.truetrophies.com/game/NBA-2K19-The-Prelude,Basketball|Sports,Visual-Concepts,2K-Sports,2018/August/31,17.56GB
904,NBA 2K20,7305,5.41,40494,0.6,3.3,https://www.truetrophies.com/game/NBA-2K20/trophies,200,700,https://www.truetrophies.com/game/NBA-2K20,Basketball|Sports,Visual-Concepts,2K-Sports,2019/September/06,48.63GB
905,Need for Speed,2736,1.84,85151,0.3,3.5,https://www.truetrophies.com/game/Need-for-Speed/trophies,20,25,https://www.truetrophies.com/game/Need-for-Speed,Arcade-Racing|Automobile|Open-World,Ghost-Games,Electronic-Arts,2015/November/03,18.70GB
906,Need for Speed Heat,2449,1.92,42143,16.8,3.5,https://www.truetrophies.com/game/Need-for-Speed-Heat/trophies,30,35,https://www.truetrophies.com/game/Need-for-Speed-Heat,Arcade-Racing|Automobile|Open-World,Ghost-Games,Electronic-Arts,2019/November/08,26.70GB
907,Need for Speed Payback,3091,2.17,84644,3.8,3.5,https://www.truetrophies.com/game/Need-for-Speed-Payback/trophies,40,50,https://www.truetrophies.com/game/Need-for-Speed-Payback,Arcade-Racing|Automobile,Ghost-Games,Electronic-Arts,2017/November/10,19.26GB
908,Need for Speed Rivals,2774,2.1,72693,14.9,3.5,https://www.truetrophies.com/game/Need-for-Speed-Rivals/trophies,20,25,https://www.truetrophies.com/game/Need-for-Speed-Rivals,Arcade-Racing|Automobile|Open-World,Ghost-Games,Electronic-Arts,2013/November/15,14.80GB
909,NEKOPARA Vol.1,347,1.1,1048,78.5,2.4,https://www.truetrophies.com/game/NEKOPARA-Vol-1/trophies,0,1,https://www.truetrophies.com/game/NEKOPARA-Vol-1,Visual-Novel,NEKO-WORKs,CFK,2018/November/01,2.19GB
910,NEKOPARA Vol.2,326,1.04,710,91.3,2.4,https://www.truetrophies.com/game/Nekopara-Vol-2/trophies,0,1,https://www.truetrophies.com/game/Nekopara-Vol-2,Visual-Novel,NEKO-WORKs,CFK,2019/February/14,2.24GB
911,Neon Chrome (PS4),702,2.46,4816,6.8,3.4,https://www.truetrophies.com/game/Neon-Chrome-PS4/trophies,12,15,https://www.truetrophies.com/game/Neon-Chrome-PS4,Roguelite|Shoot-em-up,10tons,10tons,2016/May/31,134MB
912,Neon Junctions,1381,1.05,1314,88.9,2.6,https://www.truetrophies.com/game/Neon-Junctions/trophies,1,2,https://www.truetrophies.com/game/Neon-Junctions,Platformer|Puzzle,9-Eyes-Game-Studio,Ratalaika-Games,2019/June/04,278MB
913,Neon Junctions (EU),1372,1.04,1865,90.6,2.4,https://www.truetrophies.com/game/Neon-Junctions-European/trophies,1,2,https://www.truetrophies.com/game/Neon-Junctions-European,Platformer|Puzzle,9-Eyes-Game-Studio,Ratalaika-Games,2019/June/05,280MB
914,Never Alone (Kisima Ingitchuna),741,1.59,27315,8.9,3.3,https://www.truetrophies.com/game/Never-Alone-Kisima-Ingitchuna/trophies,3,4,https://www.truetrophies.com/game/Never-Alone-Kisima-Ingitchuna,Platformer,Upper-One-Games,ELine-Media,2014/November/18,2.84GB
915,Never Alone (Kisima Ingitchuna) (EU),699,1.5,33967,11.4,3.2,https://www.truetrophies.com/game/Never-Alone-Kisima-Ingitchuna-European/trophies,2,3,https://www.truetrophies.com/game/Never-Alone-Kisima-Ingitchuna-European,Platformer,Upper-One-Games,ELine-Media,2014/November/26,2.84GB
916,Never Alone (Kisima Ingitchuna) (JP),400,1.27,2236,48.8,3.5,https://www.truetrophies.com/game/Never-Alone-Kisima-Ingitchuna--Japanese/trophies,3,4,https://www.truetrophies.com/game/Never-Alone-Kisima-Ingitchuna--Japanese,Platformer,Upper-One-Games,ELine-Media,2014/December/11,2.80GB
917,Neverending Nightmares,336,1.12,1257,68.1,2.7,https://www.truetrophies.com/game/Neverending-Nightmares/trophies,1,2,https://www.truetrophies.com/game/Neverending-Nightmares,Action-Adventure|Survival-Horror,Infinitap-Games,Infinitap-Games,2016/May/03,394MB
918,New Super Lucky's Tale,1608,1.25,1047,48.7,4.3,https://www.truetrophies.com/game/New-Super-Luckys-Tale/trophies,10,12,https://www.truetrophies.com/game/New-Super-Luckys-Tale,Platformer,Playful-Studios,Playful-Studios,2020/August/21,5.92GB
919,Nexomon: Extinction (EU),2308,1.71,1700,21.8,4.4,https://www.truetrophies.com/game/Nexomon-Extinction-European/trophies,50,60,https://www.truetrophies.com/game/Nexomon-Extinction-European,Role-Playing|Turn-Based,VEWO-Interactive,PQube,2020/August/28,3.12GB
920,Ni no Kuni II: Revenant Kingdom,3415,1.95,40070,1.7,4.1,https://www.truetrophies.com/game/Ni-no-Kuni-II-Revenant-Kingdom/trophies,60,80,https://www.truetrophies.com/game/Ni-no-Kuni-II-Revenant-Kingdom,Action-RPG|Role-Playing,Level5,Bandai-Namco-Entertainment,2018/March/23,22.79GB
921,Ni no Kuni: Wrath Of The White Witch Remastered,2960,2.27,8451,14.0,4.5,https://www.truetrophies.com/game/Ni-No-Kuni-Wrath-Of-The-White-Witch-Remastered/trophies,60,80,https://www.truetrophies.com/game/Ni-No-Kuni-Wrath-Of-The-White-Witch-Remastered,Action-RPG|Role-Playing,Level5,Bandai-Namco-Entertainment,2019/September/20,19.24GB
922,NieR: Automata,1945,1.44,96109,37.5,4.5,https://www.truetrophies.com/game/NieR-Automata/trophies,40,50,https://www.truetrophies.com/game/NieR-Automata,Action-RPG|Role-Playing,PlatinumGames,Square-Enix,2017/February/23,45.34GB
923,Nightmares from the Deep 2: The Siren's Call,1500,1.11,3405,70.0,3.5,https://www.truetrophies.com/game/Nightmares-from-the-Deep-2-The-Sirens-Call/trophies,6,8,https://www.truetrophies.com/game/Nightmares-from-the-Deep-2-The-Sirens-Call,Adventure|Point-and-Click,Artifex-Mundi,Artifex-Mundi,2017/March/28,1.11GB
924,Nightmares from the Deep 3: Davy Jones,1379,1.04,1488,85.5,3.6,https://www.truetrophies.com/game/Nightmares-from-the-Deep-3-Davy-Jones/trophies,6,8,https://www.truetrophies.com/game/Nightmares-from-the-Deep-3-Davy-Jones,Adventure|Point-and-Click,Artifex-Mundi,Artifex-Mundi,2018/February/02,2.18GB
925,Nightmares from the Deep: The Cursed Heart,1427,1.13,4664,68.1,3.2,https://www.truetrophies.com/game/Nightmares-from-the-Deep-The-Cursed-Heart/trophies,6,8,https://www.truetrophies.com/game/Nightmares-from-the-Deep-The-Cursed-Heart,Adventure|Point-and-Click,Artifex-Mundi,Artifex-Mundi,2016/August/02,904MB
926,Nights of Azure,2484,1.93,13484,17.9,3.3,https://www.truetrophies.com/game/Nights-of-Azure-Japanese/trophies,40,50,https://www.truetrophies.com/game/Nights-of-Azure-Japanese,Action-RPG|Hack-and-Slash|Role-Playing,Gust,KOEI-TECMO,2015/October/01,8.19GB
927,Nights of Azure 2: Bride of the New Moon,2304,1.75,2051,22.4,3.5,https://www.truetrophies.com/game/Nights-of-Azure-2-Bride-of-the-New-Moon/trophies,40,50,https://www.truetrophies.com/game/Nights-of-Azure-2-Bride-of-the-New-Moon,Action-RPG|Hack-and-Slash|Role-Playing,Gust,KOEI-TECMO,2017/October/24,19.37GB
928,Nioh,3627,1.93,104506,3.6,4.4,https://www.truetrophies.com/game/Nioh/trophies,60,80,https://www.truetrophies.com/game/Nioh,Action-RPG|Role-Playing,Team-Ninja,Sony-Interactive-Entertainment,2017/February/07,39.30GB
929,Nioh 2,3189,1.65,30695,3.3,4.5,https://www.truetrophies.com/game/Nioh-2/trophies,80,100,https://www.truetrophies.com/game/Nioh-2,Action-RPG|Role-Playing,Team-Ninja,Sony-Interactive-Entertainment,2020/March/13,35.88GB
930,Nitroplus Blasterz: Heroines Infinite Duel,2324,1.72,7708,21.7,3.7,https://www.truetrophies.com/game/Nitroplus-Blasterz-Heroines-Infinite-Duel/trophies,8,10,https://www.truetrophies.com/game/Nitroplus-Blasterz-Heroines-Infinite-Duel,Fighting,Examu,Xseed-Games,2015/December/10,2.26GB
931,No Man's Sky (PS4),3371,2.34,87905,1.0,3.2,https://www.truetrophies.com/game/No-Mans-Sky-PS4/trophies,40,50,https://www.truetrophies.com/game/No-Mans-Sky-PS4,Aerial|First-Person-Shooter|Open-World|Survival|Vehicular-Combat,Hello-Games,Hello-Games,2016/August/09,3.67GB
932,Noir Chronicles: City of Crime,1317,1.05,1111,85.1,3.0,https://www.truetrophies.com/game/Noir-Chronicles-City-of-Crime/trophies,3,4,https://www.truetrophies.com/game/Noir-Chronicles-City-of-Crime,Adventure|Point-and-Click,Artifex-Mundi,Artifex-Mundi,2018/November/09,1.30GB
933,NORTH,314,1.05,1226,89.3,1.5,https://www.truetrophies.com/game/NORTH/trophies,0,1,https://www.truetrophies.com/game/NORTH,Adventure,Outlands,Sometimes-You,2018/March/06,1.37GB
934,NORTH (EU),315,1.05,1127,88.1,1.7,https://www.truetrophies.com/game/NORTH-European/trophies,0,1,https://www.truetrophies.com/game/NORTH-European,Adventure,Outlands,Sometimes-You,2018/March/06,1.37GB
935,Nova-111,930,3.1,10247,6.0,2.8,https://www.truetrophies.com/game/Nova-111/trophies,8,10,https://www.truetrophies.com/game/Nova-111,Puzzle,Funktronic-Labs,Curve-Digital,2015/August/25,869MB
936,Nubla,1285,1.02,3556,95.1,2.0,https://www.truetrophies.com/game/Nubla/trophies,0,1,https://www.truetrophies.com/game/Nubla,Puzzle,Gammera-Nest,Gammera-Nest,2016/December/06,1.60GB
937,Nubla (EU),1280,1.02,5560,96.1,2.3,https://www.truetrophies.com/game/Nubla-European/trophies,0,1,https://www.truetrophies.com/game/Nubla-European,Puzzle,Gammera-Nest,Gammera-Nest,2015/November/19,1.20GB
938,Null Drifter,1366,1.01,919,96.7,1.2,https://www.truetrophies.com/game/Null-Drifter/trophies,0,1,https://www.truetrophies.com/game/Null-Drifter,Shoot-em-up,Panda-Indie-Studio,eastasiasoft,2020/April/07,187MB
939,Null Drifter (Asia),1356,1.0,533,98.7,0.5,https://www.truetrophies.com/game/Null-Drifter-Asian/trophies,0,1,https://www.truetrophies.com/game/Null-Drifter-Asian,Shoot-em-up,Panda-Indie-Studio,eastasiasoft,2020/April/08,187MB
940,Null Drifter (EU),1370,1.01,1089,96.6,2.2,https://www.truetrophies.com/game/Null-Drifter-European/trophies,0,1,https://www.truetrophies.com/game/Null-Drifter-European,Shoot-em-up,Panda-Indie-Studio,eastasiasoft,2020/April/08,187MB
941,Null Drifter (JP),1365,1.01,657,97.6,0.5,https://www.truetrophies.com/game/Null-Drifter-Japanese/trophies,0,1,https://www.truetrophies.com/game/Null-Drifter-Japanese,Shoot-em-up,Panda-Indie-Studio,eastasiasoft,2020/April/08,187MB
942,Observation,613,1.95,3028,10.2,3.8,https://www.truetrophies.com/game/Observation/trophies,6,8,https://www.truetrophies.com/game/Observation,Adventure|Puzzle,No-Code,Devolver-Digital,2019/May/21,7.46GB
943,Oceanhorn - Monster of Uncharted Seas,1922,1.42,7310,41.4,3.2,https://www.truetrophies.com/game/Oceanhorn-Monster-of-Uncharted-Seas/trophies,12,15,https://www.truetrophies.com/game/Oceanhorn-Monster-of-Uncharted-Seas,Action-Adventure,Cornfox--Bros,FDG-Entertainment,2016/September/07,489MB
944,Octodad: Dadliest Catch,501,1.67,7145,22.0,3.7,https://www.truetrophies.com/game/Octodad-Dadliest-Catch/trophies,4,5,https://www.truetrophies.com/game/Octodad-Dadliest-Catch,Adventure,Young-Horses,Young-Horses,2014/April/22,3.30GB
945,Octodad: Dadliest Catch (EU),493,1.64,6602,23.3,3.3,https://www.truetrophies.com/game/Octodad-Dadliest-Catch-European/trophies,2,3,https://www.truetrophies.com/game/Octodad-Dadliest-Catch-European,Adventure,Young-Horses,Young-Horses,2014/May/28,3.31GB
946,Oddworld: New 'n' Tasty,4555,3.37,65096,4.8,3.6,https://www.truetrophies.com/game/Oddworld-New-n-Tasty/trophies,15,20,https://www.truetrophies.com/game/Oddworld-New-n-Tasty,Platformer,Just-Add-Water,Oddworld-Inhabitants,2014/July/22,1.20GB
947,Odin Sphere Leifthrasir,2235,1.66,17036,27.3,4.4,https://www.truetrophies.com/game/Odin-Sphere-Leifthrasir/trophies,30,35,https://www.truetrophies.com/game/Odin-Sphere-Leifthrasir,Action-RPG|Role-Playing,Vanillaware,Atlus,2016/June/07,3.54GB
948,Of Tanks and Demons III,1368,1.01,460,95.9,4.0,https://www.truetrophies.com/game/Of-Tanks-and-Demons-III/trophies,1,2,https://www.truetrophies.com/game/Of-Tanks-and-Demons-III,Automobile|Vehicular-Combat,Hoodoo-Bear,Victory-Road,2020/August/17,508MB
949,OKAGE: Shadow King,2721,2.16,1743,16.8,3.7,https://www.truetrophies.com/game/OKAGE-Shadow-King/trophies,30,35,https://www.truetrophies.com/game/OKAGE-Shadow-King,Role-Playing|Turn-Based,Zener-Works,Sony-Computer-Entertainment,2016/March/22,503MB
950,Okami HD,2466,1.83,38454,20.9,4.3,https://www.truetrophies.com/game/OKAMI-HD/trophies,50,60,https://www.truetrophies.com/game/OKAMI-HD,Action-Adventure,HexaDrive,Capcom-Entertainment,2012/October/30,16.18GB
951,Old Man's Journey,1394,1.06,4647,84.7,3.3,https://www.truetrophies.com/game/Old-Mans-Journey/trophies,1,2,https://www.truetrophies.com/game/Old-Mans-Journey,Adventure|Point-and-Click|Puzzle,Broken-Rules,Broken-Rules,2018/May/29,944MB
952,Omega Strike,1682,1.29,1054,51.9,3.2,https://www.truetrophies.com/game/Omega-Strike/trophies,4,5,https://www.truetrophies.com/game/Omega-Strike,Metroidvania|PlatformerRun-and-Gun,Woblyware,Digerati,2018/June/12,78MB
953,One Eyed Kutkh,292,1.03,517,93.6,1.8,https://www.truetrophies.com/game/One-Eyed-Kutkh/trophies,0,1,https://www.truetrophies.com/game/One-Eyed-Kutkh,Adventure|Point-and-Click,Baba-Yaga-Games,Sometimes-You,2018/March/09,526MB
954,One Eyed Kutkh (EU),293,1.03,382,93.2,1.9,https://www.truetrophies.com/game/One-Eyed-Kutkh-European/trophies,0,1,https://www.truetrophies.com/game/One-Eyed-Kutkh-European,Adventure|Point-and-Click,Baba-Yaga-Games,Sometimes-You,2018/March/09,526MB
955,One Night Stand,1433,1.06,2027,86.3,2.0,https://www.truetrophies.com/game/One-Night-Stand/trophies,0,1,https://www.truetrophies.com/game/One-Night-Stand,Visual-Novel,Kinmoku,Ratalaika-Games,2019/October/01,520MB
956,One Night Stand (EU),1421,1.05,2229,87.9,2.1,https://www.truetrophies.com/game/One-Night-Stand-European/trophies,1,2,https://www.truetrophies.com/game/One-Night-Stand-European,Visual-Novel,Kinmoku,Ratalaika-Games,2019/October/02,520MB
957,ONE PIECE World Seeker,3289,1.66,5954,5.7,3.2,https://www.truetrophies.com/game/One-Piece-World-Seeker/trophies,30,35,https://www.truetrophies.com/game/One-Piece-World-Seeker,Action-Adventure|Open-World,Ganbarion,Bandai-Namco-Entertainment,2019/March/14,16.31GB
958,One Piece: Burning Blood,2023,1.5,12452,32.9,3.8,https://www.truetrophies.com/game/One-Piece-Burning-Blood/trophies,15,20,https://www.truetrophies.com/game/One-Piece-Burning-Blood,Fighting,Spike-Chunsoft,Bandai-Namco-Entertainment,2016/May/31,9.30GB
959,One Piece: Pirate Warriors 3,2334,1.79,18816,15.1,4.0,https://www.truetrophies.com/game/One-Piece-Pirate-Warriors-3/trophies,150,200,https://www.truetrophies.com/game/One-Piece-Pirate-Warriors-3,Hack-and-Slash,Omega-Force,Bandai-Namco-Entertainment,2015/August/25,10.50GB
960,ONE PIECE: PIRATE WARRIORS 4,1589,1.22,7775,50.4,4.4,https://www.truetrophies.com/game/One-Piece-Pirate-Warriors-4/trophies,15,20,https://www.truetrophies.com/game/One-Piece-Pirate-Warriors-4,Hack-and-Slash,KOEI-TECMO,Bandai-Namco-Entertainment,2020/March/27,33.46GB
961,One Upon Light,473,1.66,537,31.7,2.7,https://www.truetrophies.com/game/One-Upon-Light/trophies,5,6,https://www.truetrophies.com/game/One-Upon-Light,Puzzle,SUTD-Game-Lab,SUTD-Game-Lab,2015/October/13,
962,One Word by POWGI,1342,1.02,2749,96.3,2.2,https://www.truetrophies.com/game/One-Word-by-POWGI/trophies,0,1,https://www.truetrophies.com/game/One-Word-by-POWGI,Puzzle,Lightwood-Games,Lightwood-Games,2018/December/18,308MB
963,One Word by POWGI (Asia),1327,1.01,711,98.7,2.7,https://www.truetrophies.com/game/One-Word-by-POWGI-Asian/trophies,0,1,https://www.truetrophies.com/game/One-Word-by-POWGI-Asian,Puzzle,Lightwood-Games,eastasiasoft,2019/July/09,313MB
964,One Word by POWGI (EU),1338,1.01,3988,96.8,2.7,https://www.truetrophies.com/game/One-Word-by-POWGI-European/trophies,0,1,https://www.truetrophies.com/game/One-Word-by-POWGI-European,Puzzle,Lightwood-Games,Lightwood-Games,2018/December/18,310MB
965,Onechanbara Z2: Chaos,3282,2.57,6055,9.3,3.7,https://www.truetrophies.com/game/Onechanbara-Z2-Chaos/trophies,20,25,https://www.truetrophies.com/game/Onechanbara-Z2-Chaos,Hack-and-Slash,Tamsoft,Xseed-Games,2015/July/21,7.90GB
966,ONRUSH,3242,2.43,53339,9.8,3.5,https://www.truetrophies.com/game/ONRUSH/trophies,15,20,https://www.truetrophies.com/game/ONRUSH,Arcade-Racing|Automobile|Vehicular-Combat,Codemasters,Deep-Silver,2018/June/05,14.08GB
967,Orc Slayer,1447,1.07,4068,83.8,1.1,https://www.truetrophies.com/game/Orc-Slayer/trophies,2,3,https://www.truetrophies.com/game/Orc-Slayer,First-Person-Shooter,Cooply-Solutions,Cooply-Solutions,2016/July/19,327MB
968,Orc Slayer (EU),1444,1.07,5234,84.3,0.9,https://www.truetrophies.com/game/Orc-Slayer-European/trophies,2,3,https://www.truetrophies.com/game/Orc-Slayer-European,First-Person-Shooter,Cooply-Solutions,Cooply-Solutions,2016/July/19,326MB
969,Outlast,1498,3.03,58601,2.9,3.8,https://www.truetrophies.com/game/Outlast/trophies,8,10,https://www.truetrophies.com/game/Outlast,Survival-Horror,Red-Barrels,Red-Barrels,2014/February/05,4.00GB
970,Outlast 2,5674,4.3,27803,2.2,3.5,https://www.truetrophies.com/game/Outlast-2/trophies,20,25,https://www.truetrophies.com/game/Outlast-2,Survival-Horror,Red-Barrels,Red-Barrels,2017/April/25,18.70GB
971,Overcooked!,566,1.99,71887,12.8,4.0,https://www.truetrophies.com/game/Overcooked/trophies,8,10,https://www.truetrophies.com/game/Overcooked,Party,Ghost-Town-Games,Team17-Software,2016/August/02,572MB
972,Overcooked! 2,3854,1.89,23836,4.2,4.4,https://www.truetrophies.com/game/Overcooked-2/trophies,8,10,https://www.truetrophies.com/game/Overcooked-2,Party,Ghost-Town-Games,Team17-Software,2018/August/07,2.79GB
973,OXENFREE,1846,1.43,7371,35.2,3.8,https://www.truetrophies.com/game/OXENFREE/trophies,12,15,https://www.truetrophies.com/game/OXENFREE,Adventure|Point-and-Click,Night-School-Studio,Night-School-Studio,2016/May/31,2.78GB
974,PAC-MAN 256,603,1.92,4107,13.4,3.4,https://www.truetrophies.com/game/PACMAN-256/trophies,15,20,https://www.truetrophies.com/game/PACMAN-256,Action,Hipster-Whale,Bandai-Namco-Entertainment,2016/June/21,152MB
975,Pac-Man Championship Edition 2,6333,4.69,18339,1.6,3.4,https://www.truetrophies.com/game/PacMan-Championship-Edition-2/trophies,8,10,https://www.truetrophies.com/game/PacMan-Championship-Edition-2,Action,Bandai-Namco-Entertainment,Bandai-Namco-Entertainment,2016/September/13,2.30GB
976,Palm Reading Premium,318,1.01,552,97.6,0.8,https://www.truetrophies.com/game/Palm-Reading-Premium/trophies,0,1,https://www.truetrophies.com/game/Palm-Reading-Premium,Educational-and-Trivia,Crazysoft,Crazysoft,2018/October/16,144MB
977,Palm Reading Premium (EU),319,1.01,351,97.2,1.0,https://www.truetrophies.com/game/Palm-Reading-Premium-European/trophies,0,1,https://www.truetrophies.com/game/Palm-Reading-Premium-European,Educational-and-Trivia,Crazysoft,Crazysoft,2018/October/16,144MB
978,Paparazzi,340,1.13,617,69.5,1.8,https://www.truetrophies.com/game/Paparazzi/trophies,0,1,https://www.truetrophies.com/game/Paparazzi,Action,Pringo-Dingo-Games,Pringo-Dingo-Games,2015/February/17,786MB
979,Paradox Soul,1382,1.02,2005,93.9,2.1,https://www.truetrophies.com/game/Paradox-Soul/trophies,0,1,https://www.truetrophies.com/game/Paradox-Soul,Run-and-Gun,Ritual-Games,Ratalaika-Games,2019/July/02,87MB
980,Paradox Soul (EU),1378,1.02,2436,94.4,2.3,https://www.truetrophies.com/game/Paradox-Soul-European/trophies,0,1,https://www.truetrophies.com/game/Paradox-Soul-European,Run-and-Gun,Ritual-Games,Ratalaika-Games,2019/July/03,89MB
981,Paradox Soul (HK/TW),1360,1.01,816,97.9,2.1,https://www.truetrophies.com/game/Paradox-Soul-Asian/trophies,0,1,https://www.truetrophies.com/game/Paradox-Soul-Asian,Run-and-Gun,Ritual-Games,eastasiasoft,2019/July/19,85MB
